image,Label_true,Label_pred_iv4,Prob_pred_iv4,Label_pred_rn50,Prob_pred_rn50
ISIC_0015206,1,0,0.8523212671279907,0,0.9821752905845642
ISIC_0014725,0,0,0.9030648469924927,0,0.8846303224563599
ISIC_0015193,1,0,0.900134265422821,0,0.9859435558319092
ISIC_0015447,0,0,0.9976856708526611,0,0.9999963045120239
ISIC_0015046,1,0,0.6019149422645569,0,0.9993670582771301
ISIC_0015232,0,0,0.9863079190254211,0,0.9694529175758362
ISIC_0015171,0,0,0.9828127026557922,0,0.9954308271408081
ISIC_0015226,0,0,0.999516487121582,0,0.9999799728393555
ISIC_0015020,0,0,0.9824318289756775,0,0.5656959414482117
ISIC_0014869,0,0,0.9999661445617676,0,0.9861201047897339
ISIC_0014753,0,0,0.9598968029022217,0,0.98638516664505
ISIC_0015212,0,0,0.9999909400939941,0,1.0
ISIC_0014948,0,1,0.9763504862785339,0,0.5970210433006287
ISIC_0014975,1,0,0.9993258714675903,0,0.9998753070831299
ISIC_0014779,0,0,0.9507037997245789,0,0.9991257786750793
ISIC_0014915,0,0,0.9995518326759338,0,0.9999825954437256
ISIC_0014763,0,0,0.9254754185676575,0,0.9924817681312561
ISIC_0015256,1,1,0.6213567852973938,0,0.9854834079742432
ISIC_0015140,0,0,0.9495917558670044,0,0.999988317489624
ISIC_0014903,0,0,0.9999345541000366,0,0.9996888637542725
ISIC_0015537,0,0,0.9977036118507385,0,0.9996911287307739
ISIC_0014760,0,0,0.9978204965591431,0,0.9951091408729553
ISIC_0014794,0,0,0.9997015595436096,0,1.0
ISIC_0015255,0,0,0.9951575398445129,0,0.9954543113708496
ISIC_0014843,0,0,0.9915326237678528,0,0.9999998807907104
ISIC_0015298,0,0,0.9974390268325806,0,0.9996144771575928
ISIC_0015218,0,0,0.9999481439590454,0,0.9999865293502808
ISIC_0014730,0,0,0.9700859785079956,0,0.9922870397567749
ISIC_0015167,1,1,0.9999985694885254,0,0.6294476389884949
ISIC_0014723,0,0,0.968798816204071,0,0.9999781847000122
ISIC_0014665,0,0,0.9997287392616272,0,0.9999986886978149
ISIC_0015035,0,0,0.9924707412719727,0,0.9978450536727905
ISIC_0015011,0,0,0.998933732509613,0,0.9946497082710266
ISIC_0014772,1,0,0.887954592704773,0,0.9953979849815369
ISIC_0015260,0,0,0.9708853960037231,0,0.9995790123939514
ISIC_0015200,1,0,0.9995342493057251,0,0.9999932050704956
ISIC_0015582,0,0,0.9990942478179932,0,0.9999990463256836
ISIC_0015614,0,0,0.9945160746574402,0,0.9998093247413635
ISIC_0014684,0,0,0.968390166759491,0,0.9995675683021545
ISIC_0014821,0,0,0.947050929069519,1,0.7970696687698364
ISIC_0014814,0,0,0.9965897798538208,0,0.9716808199882507
ISIC_0014755,0,0,0.9883425831794739,0,0.99996018409729
ISIC_0014788,1,0,0.9982765913009644,0,0.8651074767112732
ISIC_0014835,0,0,0.9980807304382324,0,0.9999122619628906
ISIC_0014872,1,0,0.998855471611023,0,0.9984436631202698
ISIC_0014682,0,1,0.6958177089691162,0,0.9582628607749939
ISIC_0014897,1,1,0.5557538270950317,0,0.942646861076355
ISIC_0015419,0,0,0.9982897639274597,0,0.9924359917640686
ISIC_0014983,1,1,0.5821203589439392,1,0.9941135048866272
ISIC_0015279,0,0,0.9999282360076904,0,0.9999918937683105
ISIC_0015284,1,1,0.9955447316169739,1,0.5862263441085815
ISIC_0015368,0,0,0.9999674558639526,0,0.9990983009338379
ISIC_0014739,0,0,0.9748591184616089,0,0.6735637187957764
ISIC_0014942,0,0,0.9889418482780457,0,0.9999369382858276
ISIC_0015064,0,0,0.9929760694503784,0,0.970649778842926
ISIC_0015220,0,0,0.9647774696350098,0,0.8541878461837769
ISIC_0015411,0,0,0.9998074173927307,0,0.9997835755348206
ISIC_0014979,1,0,0.9997238516807556,0,1.0
ISIC_0014961,0,0,0.9381377100944519,0,0.9979264736175537
ISIC_0015617,0,0,0.9989829659461975,0,0.9999998807907104
ISIC_0015156,1,0,0.781067430973053,0,0.9828671813011169
ISIC_0015060,0,0,0.9966498017311096,0,0.9956433773040771
ISIC_0014943,0,0,0.9935531616210938,0,0.9988875985145569
ISIC_0015312,0,0,0.5980801582336426,1,0.5716367959976196
ISIC_0015132,1,1,0.9998962879180908,1,0.9930862188339233
ISIC_0014911,0,0,0.9955140948295593,0,0.9985312223434448
ISIC_0015250,0,0,0.9921643733978271,0,0.9979199767112732
ISIC_0014667,0,0,0.8880429267883301,0,0.9996465444564819
ISIC_0015360,0,0,0.9572213292121887,0,0.7216359376907349
ISIC_0015510,0,0,0.9999749660491943,0,0.9999297857284546
ISIC_0015152,0,0,0.9951896667480469,0,0.999887228012085
ISIC_0014771,0,0,0.9672210812568665,0,0.9657258987426758
ISIC_0015219,1,1,0.8960310816764832,0,0.749751091003418
ISIC_0014922,1,1,0.8791513442993164,1,0.6693559885025024
ISIC_0014775,0,0,0.998394787311554,0,0.9988664388656616
ISIC_0015149,0,0,0.750713050365448,0,0.9924843907356262
ISIC_0014834,0,0,0.9990899562835693,0,0.9999957084655762
ISIC_0014800,1,0,0.9969134330749512,0,0.994668185710907
ISIC_0015175,0,0,0.9788746237754822,0,0.9979555606842041
ISIC_0014791,0,0,0.5660150051116943,0,0.9943437576293945
ISIC_0015003,0,0,0.9916625022888184,1,0.6124112010002136
ISIC_0015330,0,0,0.9961677193641663,0,0.9959765076637268
ISIC_0014666,1,1,0.9727907180786133,1,0.8743969798088074
ISIC_0014862,1,0,0.9735322594642639,0,0.8810563683509827
ISIC_0014933,0,0,0.9999005794525146,0,0.9999915361404419
ISIC_0014658,0,0,0.9924289584159851,0,0.8983019590377808
ISIC_0014740,0,0,0.837685763835907,0,0.9027463793754578
ISIC_0015258,0,0,0.8299832344055176,0,0.735133707523346
ISIC_0014825,0,0,0.9997188448905945,0,0.9912791848182678
ISIC_0014956,0,0,0.7903463244438171,1,0.9780195951461792
ISIC_0015369,0,0,0.9998775720596313,0,0.9999998807907104
ISIC_0015229,1,1,0.9859380125999451,1,0.8085898756980896
ISIC_0015016,0,0,0.9977586269378662,0,0.9999996423721313
ISIC_0014735,1,0,0.9979701638221741,0,0.9999657869338989
ISIC_0014724,0,0,0.92356276512146,0,0.8803232312202454
ISIC_0015443,0,0,0.9996223449707031,0,0.9997279047966003
ISIC_0014688,1,0,0.880597710609436,0,0.9638477563858032
ISIC_0014823,0,0,0.9040088057518005,0,0.9879143834114075
ISIC_0015026,0,0,0.9994505047798157,0,0.9997509121894836
ISIC_0015163,1,0,0.99433833360672,0,0.9829481244087219
ISIC_0014966,0,0,0.9938610792160034,0,0.9804525375366211
ISIC_0015037,0,0,0.9990597367286682,0,0.8082308769226074
ISIC_0015607,0,0,0.9957939386367798,0,0.9573937058448792
ISIC_0015150,0,1,0.8544008135795593,0,0.709265410900116
ISIC_0014762,0,0,0.9126232862472534,1,0.5876778960227966
ISIC_0015295,0,0,0.9035078883171082,0,0.9930832386016846
ISIC_0014802,0,0,0.9911484718322754,0,0.9986360669136047
ISIC_0014742,0,0,0.999041736125946,0,0.9993396401405334
ISIC_0014908,0,0,0.9998075366020203,0,0.9973481893539429
ISIC_0015041,1,1,0.6834192872047424,1,0.9973242282867432
ISIC_0014748,0,0,0.9966045618057251,0,0.5641354918479919
ISIC_0014907,0,0,0.9996640682220459,0,0.999941349029541
ISIC_0015445,0,0,0.9641499519348145,1,0.5756688714027405
ISIC_0015485,0,0,0.8139368295669556,0,0.7744433879852295
ISIC_0015040,0,0,0.9999698400497437,0,0.9999997615814209
ISIC_0015483,0,0,0.9967461824417114,0,0.998569130897522
ISIC_0014946,1,1,0.9950998425483704,1,0.9790048599243164
ISIC_0014855,0,0,0.5914921164512634,0,0.9558637738227844
ISIC_0015032,0,0,0.9893607497215271,0,0.9956419467926025
ISIC_0015030,0,0,0.9984813332557678,0,0.9999903440475464
ISIC_0014798,0,0,0.9759669899940491,0,0.999972939491272
ISIC_0015031,0,0,0.9859780073165894,0,0.9999513626098633
ISIC_0014661,0,0,0.9971912503242493,0,0.9291493892669678
ISIC_0014820,0,0,0.999818742275238,0,0.9987114667892456
ISIC_0015161,0,0,0.9999654293060303,0,0.9997723698616028
ISIC_0014765,0,0,0.999472439289093,0,1.0
ISIC_0015023,0,0,0.9953253269195557,0,0.7719355225563049
ISIC_0015566,0,0,0.9948980212211609,0,0.9775904417037964
ISIC_0014989,0,0,0.9998472929000854,0,0.9997276663780212
ISIC_0015355,0,0,0.9542280435562134,0,0.9984531402587891
ISIC_0014773,0,0,0.9997492432594299,0,0.9999915361404419
ISIC_0015155,0,0,0.991868257522583,0,0.9996861219406128
ISIC_0014826,1,1,0.9487837553024292,1,0.6360878348350525
ISIC_0014797,0,0,0.9998886585235596,0,1.0
ISIC_0014818,0,0,0.9999761581420898,0,1.0
ISIC_0015157,0,0,0.9997628331184387,0,0.9999986886978149
ISIC_0014812,0,0,0.9997265934944153,0,0.9999765157699585
ISIC_0015015,0,0,0.9857871532440186,0,0.9558057188987732
ISIC_0014808,0,0,0.9967750906944275,0,0.999602735042572
ISIC_0015002,0,0,0.9998145699501038,0,0.9998964071273804
ISIC_0015559,0,0,0.999647855758667,0,0.9996505975723267
ISIC_0014707,0,0,0.9997989535331726,0,0.9995001554489136
ISIC_0014708,0,1,0.9170727133750916,1,0.8949583768844604
ISIC_0015062,0,0,0.9693184494972229,0,0.998406708240509
ISIC_0015223,0,0,0.9992731213569641,0,0.9995040893554688
ISIC_0015254,0,0,0.9736678600311279,0,0.9913429021835327
ISIC_0014891,1,1,0.5397714376449585,1,0.9044578671455383
ISIC_0015416,0,1,0.767184317111969,0,0.6818899512290955
ISIC_0014968,0,1,0.8533187508583069,0,0.9658280611038208
ISIC_0015019,0,1,0.9373706579208374,0,0.9919846653938293
ISIC_0014784,1,1,0.9998582601547241,1,0.9365984201431274
ISIC_0014778,0,0,0.9961798191070557,0,0.9999334812164307
ISIC_0014921,0,0,0.986825168132782,0,0.9986504912376404
ISIC_0015310,0,0,0.9977019429206848,0,0.9999953508377075
ISIC_0014912,1,1,0.998917818069458,0,0.9915783405303955
ISIC_0015208,0,0,0.9973245859146118,0,1.0
ISIC_0015395,0,0,0.9984034895896912,0,0.9997023940086365
ISIC_0015455,0,0,0.9907028675079346,0,0.9997734427452087
ISIC_0014657,0,0,0.9991915822029114,0,0.9941796064376831
ISIC_0015018,0,0,0.9997690320014954,0,0.9999679327011108
ISIC_0015021,0,0,0.9997057318687439,0,0.9991388320922852
ISIC_0015071,1,1,0.9994542002677917,1,0.9995934367179871
ISIC_0014937,0,0,0.648257851600647,0,0.969814121723175
ISIC_0014796,0,0,0.9925293326377869,0,0.9999895095825195
ISIC_0014923,0,0,0.9998753070831299,0,0.9896027445793152
ISIC_0014745,0,0,0.9988986253738403,0,0.7905673980712891
ISIC_0015481,0,1,0.9626993536949158,0,0.9608902931213379
ISIC_0015251,1,0,0.8727487325668335,0,0.9999507665634155
ISIC_0015526,0,0,0.9996331930160522,0,0.9995324611663818
ISIC_0014929,0,0,0.9957446455955505,0,0.9993984699249268
ISIC_0014786,0,0,0.7069836854934692,0,0.9609595537185669
ISIC_0014770,0,0,0.9993624091148376,0,0.9998083710670471
ISIC_0015166,1,1,0.9999347925186157,1,0.9887268543243408
ISIC_0015082,1,0,0.9991820454597473,0,0.9802959561347961
ISIC_0015417,0,0,0.9938398003578186,0,0.996669352054596
ISIC_0015189,1,0,0.9980126619338989,0,0.988973081111908
ISIC_0014829,0,0,0.9983017444610596,0,0.9999306201934814
ISIC_0015185,1,1,0.9997252821922302,0,0.9959308505058289
ISIC_0015176,0,0,0.9052354693412781,0,0.9997039437294006
ISIC_0015179,0,0,0.8587019443511963,0,0.9965798258781433
ISIC_0015139,0,0,0.9965235590934753,0,0.9888725876808167
ISIC_0015127,1,1,0.5551360249519348,0,0.9803206920623779
ISIC_0014804,0,0,0.9711406230926514,0,0.9725298881530762
ISIC_0015331,0,0,0.990388810634613,0,0.9999828338623047
ISIC_0014998,0,0,0.9997721314430237,0,0.9989442229270935
ISIC_0015270,0,0,0.9989238381385803,0,0.9998219609260559
ISIC_0014677,0,0,0.9999959468841553,0,0.9999998807907104
ISIC_0015357,0,0,0.9987773299217224,0,0.9992297887802124
ISIC_0014849,0,0,0.9991052746772766,0,0.9995019435882568
ISIC_0015005,1,0,0.9307422041893005,0,0.9999620914459229
ISIC_0014783,0,0,0.9543668627738953,0,0.9999434947967529
ISIC_0014927,0,0,0.9991233944892883,0,0.9971358776092529
ISIC_0014944,0,0,0.9948763251304626,0,0.9999816417694092
ISIC_0015203,0,0,0.9987778067588806,0,0.9995471835136414
ISIC_0014715,0,0,0.724686861038208,0,0.8739336729049683
ISIC_0014780,0,1,0.9612213969230652,0,0.6393857598304749
ISIC_0014807,0,0,0.8911701440811157,0,0.9823076725006104
ISIC_0014815,0,0,0.905755341053009,0,0.9996607303619385
ISIC_0014898,0,0,0.9028048515319824,1,0.6367481350898743
ISIC_0014693,0,0,0.9987106323242188,0,0.999612033367157
ISIC_0015353,0,0,0.812468409538269,0,0.99982750415802
ISIC_0014962,0,0,0.9983805418014526,0,0.9957026839256287
ISIC_0015593,0,0,0.9369939565658569,0,0.9986384510993958
ISIC_0014749,0,0,0.9929774403572083,0,0.9919337034225464
ISIC_0014879,0,0,0.9995366334915161,0,0.9999873638153076
ISIC_0015466,0,0,0.9999446868896484,0,0.9999988079071045
ISIC_0015224,0,0,0.999413013458252,0,0.9941514134407043
ISIC_0014985,1,0,0.7452799677848816,1,0.5892886519432068
ISIC_0014901,0,0,0.999754011631012,0,0.999442994594574
ISIC_0014964,0,0,0.9723577499389648,0,0.9992842078208923
ISIC_0015603,0,0,0.9961776733398438,0,0.9999784231185913
ISIC_0014994,0,0,0.9999732971191406,0,0.999994158744812
ISIC_0015544,0,0,0.9990535378456116,0,0.9995436072349548
ISIC_0015170,0,0,0.9930651187896729,0,0.999995231628418
ISIC_0015313,0,0,0.9474307894706726,0,0.9981181621551514
ISIC_0015057,0,0,0.9943363070487976,0,0.9999885559082031
ISIC_0015146,0,0,0.9785057902336121,0,0.9999256134033203
ISIC_0014987,1,0,0.9997606873512268,0,0.9897109866142273
ISIC_0015056,0,1,0.5831378102302551,0,0.7463720440864563
ISIC_0014731,0,0,0.9894188642501831,0,0.9999854564666748
ISIC_0015638,0,0,0.999748170375824,0,1.0
ISIC_0015108,0,0,0.9983516931533813,0,0.9996125102043152
ISIC_0014680,0,0,0.9999905824661255,0,0.9988586902618408
ISIC_0015627,0,0,0.9997879862785339,0,1.0
ISIC_0014890,0,0,0.998464822769165,0,0.9999977350234985
ISIC_0015468,0,0,0.9976626634597778,0,0.999036431312561
ISIC_0015153,0,0,0.9980049729347229,0,0.9945043325424194
ISIC_0014726,0,0,0.989622950553894,0,0.999987006187439
ISIC_0014754,0,0,0.997111439704895,0,0.998594343662262
ISIC_0014839,0,0,0.9978451728820801,0,0.9999995231628418
ISIC_0014687,0,0,0.9625240564346313,0,0.9987673759460449
ISIC_0015404,0,0,0.9945108890533447,0,0.9708366394042969
ISIC_0015363,0,0,0.9942317605018616,0,0.9996552467346191
ISIC_0014958,0,0,0.8317556977272034,0,0.994931161403656
ISIC_0015142,1,0,0.9251052141189575,0,0.9851653575897217
ISIC_0015110,1,1,0.9990414977073669,1,0.9992311000823975
ISIC_0014949,0,0,0.9995124340057373,0,0.9999979734420776
ISIC_0015243,1,1,0.9759469032287598,1,0.9721900820732117
ISIC_0014716,0,0,0.9818243384361267,0,0.9997461438179016
ISIC_0015464,0,0,0.8676666617393494,1,0.5916988253593445
ISIC_0015136,1,1,0.7078436017036438,1,0.8992517590522766
ISIC_0014664,0,0,0.999707043170929,0,0.9988148212432861
ISIC_0015133,1,0,0.999526858329773,0,0.9981010556221008
ISIC_0014806,0,0,0.9998646974563599,0,0.9995928406715393
ISIC_0015051,0,0,0.9972690939903259,0,0.9998830556869507
ISIC_0014694,0,0,0.643779993057251,0,0.9871521592140198
ISIC_0015190,1,1,0.8767247796058655,1,0.5210820436477661
ISIC_0014920,1,1,0.6094148755073547,0,0.9493546485900879
ISIC_0015109,1,0,0.8111039996147156,1,0.9795834422111511
ISIC_0015184,0,0,0.5256286859512329,0,0.9936797618865967
ISIC_0015418,0,0,0.9978499412536621,0,0.999922513961792
ISIC_0015180,1,1,0.9514987468719482,0,0.9551538228988647
ISIC_0015158,0,1,0.9825833439826965,1,0.9678579568862915
ISIC_0014790,1,0,0.9142847061157227,1,0.767398476600647
ISIC_0014838,0,1,0.5488810539245605,1,0.8386366367340088
ISIC_0014910,0,0,0.9944332242012024,0,0.9999628067016602
ISIC_0014675,0,0,0.8946728110313416,0,0.9986444115638733
ISIC_0014722,1,0,0.9336037635803223,0,0.998448371887207
ISIC_0014785,0,0,0.8602193593978882,0,0.9920952916145325
ISIC_0015436,0,0,0.9985559582710266,0,0.9903594255447388
ISIC_0015241,0,0,0.9999997615814209,0,1.0
ISIC_0015113,0,0,0.9503438472747803,0,0.9917727112770081
ISIC_0015174,0,1,0.9612501263618469,1,0.7016748189926147
ISIC_0014925,0,0,0.9987059831619263,0,0.999987006187439
ISIC_0015283,0,0,0.9988508224487305,0,0.9438393115997314
ISIC_0014809,1,0,0.6137991547584534,0,0.8933233022689819
ISIC_0014955,0,0,0.990018367767334,0,0.9985274076461792
ISIC_0014697,0,0,0.9991305470466614,0,0.9999963045120239
ISIC_0014973,0,0,0.8889176249504089,1,0.8466859459877014
ISIC_0014947,0,0,0.9895987510681152,0,0.9641143083572388
ISIC_0014930,0,0,0.9557195901870728,0,0.975466251373291
ISIC_0015390,0,0,0.784054160118103,0,0.9894639253616333
ISIC_0014860,0,0,0.9896277189254761,0,0.997968852519989
ISIC_0014683,0,0,0.9991316199302673,0,0.9999991655349731
ISIC_0014685,0,0,0.9954363703727722,0,0.816307783126831
ISIC_0014768,0,0,0.9999651908874512,0,0.9999759197235107
ISIC_0014846,0,0,0.9967923760414124,0,0.9401997327804565
ISIC_0014720,0,0,0.999853253364563,0,1.0
ISIC_0014904,0,0,0.9997844099998474,0,0.9999986886978149
ISIC_0014932,1,1,0.9607441425323486,1,0.7568648457527161
ISIC_0015043,0,0,0.9630619883537292,0,0.9925357103347778
ISIC_0015625,0,0,0.5493790507316589,0,0.9958804845809937
ISIC_0015013,0,0,0.9983812570571899,0,0.9971354007720947
ISIC_0014867,0,0,0.9965223073959351,0,0.9994028806686401
ISIC_0015201,0,0,0.9582720398902893,1,0.5096272230148315
ISIC_0015115,1,0,0.8720591068267822,0,0.9988282322883606
ISIC_0014951,1,0,0.9854496717453003,0,0.9912234544754028
ISIC_0015636,0,0,0.774821400642395,0,0.7627285718917847
ISIC_0014957,0,0,0.9967240691184998,0,0.9995261430740356
ISIC_0014743,0,0,0.9999910593032837,0,0.999776303768158
ISIC_0015207,0,0,0.9984936714172363,0,0.9823266863822937
ISIC_0014941,0,0,0.9594202041625977,0,0.7426914572715759
ISIC_0014696,0,1,0.9913785457611084,1,0.9981866478919983
ISIC_0015204,1,0,0.9991052746772766,0,0.984704852104187
ISIC_0014692,0,0,0.9532162547111511,0,0.9998502731323242
ISIC_0014698,0,0,0.8630725145339966,0,0.9404627680778503
ISIC_0015245,0,0,0.9988539218902588,0,0.9999775886535645
ISIC_0015383,0,0,0.888940155506134,0,0.9994315505027771
ISIC_0014714,0,0,0.8719329833984375,0,0.9494454860687256
ISIC_0014936,0,0,0.5196893215179443,0,0.9867014288902283
ISIC_0014713,0,0,0.9939528107643127,0,0.9997448325157166
ISIC_0015645,0,0,0.8209273815155029,1,0.9750005006790161
ISIC_0015309,0,0,0.9996629953384399,0,0.994525671005249
ISIC_0015044,0,0,0.9968926906585693,0,0.9977908134460449
ISIC_0015293,0,0,0.9830483198165894,0,0.9989551305770874
ISIC_0015631,0,0,0.9901008009910583,0,0.900941789150238
ISIC_0014831,0,0,0.9979751706123352,0,0.9999915361404419
ISIC_0014703,1,0,0.8287818431854248,1,0.9232698082923889
ISIC_0015440,0,0,0.999998927116394,0,0.9999685287475586
ISIC_0015274,0,0,0.9650008082389832,0,0.9976321458816528
ISIC_0014850,0,0,0.999984622001648,0,1.0
ISIC_0015034,0,0,0.979556679725647,0,0.9997599720954895
ISIC_0015078,0,0,0.9457051753997803,0,0.9492374658584595
ISIC_0015641,0,0,0.9960745573043823,0,0.9968233108520508
ISIC_0014974,0,0,0.9406968951225281,0,0.9991992115974426
ISIC_0015173,0,0,0.9994897842407227,0,0.9920487999916077
ISIC_0015563,0,0,0.9247130155563354,0,0.9990731477737427
ISIC_0014853,0,0,0.9908022880554199,0,0.9993081092834473
ISIC_0014992,0,0,0.999211311340332,0,0.9999880790710449
ISIC_0015233,0,0,0.9972890615463257,0,0.9988884329795837
ISIC_0015144,0,0,0.9797603487968445,0,0.999972939491272
ISIC_0014969,0,0,0.994491457939148,0,0.9998248219490051
ISIC_0015291,0,0,0.994778037071228,0,0.999792754650116
ISIC_0014851,0,0,0.8999998569488525,0,0.7877251505851746
ISIC_0015496,0,0,0.9897097945213318,0,0.9969890713691711
ISIC_0014945,0,0,0.9968255758285522,0,0.9996583461761475
ISIC_0015273,0,0,0.9993473887443542,0,0.9999270439147949
ISIC_0015102,0,0,0.9898204803466797,0,0.9983922839164734
ISIC_0015211,0,0,0.9973115921020508,0,0.9999898672103882
ISIC_0015007,0,0,0.9998284578323364,0,0.9999995231628418
ISIC_0015476,0,0,0.9995319843292236,0,0.9999326467514038
ISIC_0014845,0,0,0.9994869232177734,0,0.9985238909721375
ISIC_0014729,0,0,0.9998809099197388,0,0.9999725818634033
ISIC_0014963,1,1,0.9897838234901428,1,0.9961705803871155
ISIC_0014938,0,1,0.9620851278305054,0,0.9177609086036682
ISIC_0015079,1,0,0.6005436778068542,0,0.996795117855072
ISIC_0014928,1,0,0.9995643496513367,0,0.999931812286377
ISIC_0015129,0,0,0.9979196190834045,0,0.9999716281890869
ISIC_0014844,0,0,0.9105449914932251,0,0.9999485015869141
ISIC_0015125,0,1,0.5857415795326233,0,0.9031215906143188
ISIC_0014702,0,0,0.9993878602981567,0,1.0
ISIC_0014926,0,0,0.9984709620475769,0,0.9999798536300659
ISIC_0015160,0,0,0.9992988109588623,0,0.9998192191123962
ISIC_0014857,1,1,0.9911461472511292,1,0.9976947903633118
ISIC_0014868,0,0,0.902398407459259,0,0.999761164188385
ISIC_0014663,1,0,0.9900127649307251,0,0.9988753199577332
ISIC_0014919,1,0,0.6952659487724304,0,0.6954111456871033
ISIC_0010036,1,0,0.9271478056907654,0,0.9357619285583496
ISIC_0010180,0,1,0.5023639798164368,0,0.9639528393745422
ISIC_0010228,0,0,0.9892809987068176,0,0.9839133620262146
ISIC_0010435,0,0,0.9937251210212708,0,0.99165278673172
ISIC_0011151,1,0,0.854674220085144,0,0.9733022451400757
ISIC_0010028,0,0,0.9997496008872986,0,0.9999977350234985
ISIC_0010090,0,0,0.9973491430282593,0,0.9948155283927917
ISIC_0010077,0,0,0.9906755685806274,0,0.999996542930603
ISIC_0011203,0,0,0.9947957396507263,0,0.9997660517692566
ISIC_0011398,0,0,0.9968549013137817,0,0.9999167919158936
ISIC_0011298,0,0,0.9722065329551697,0,0.7997422218322754
ISIC_0010177,0,0,0.9997333884239197,0,0.9999982118606567
ISIC_0009933,0,0,0.9997037053108215,0,0.9994089603424072
ISIC_0011084,0,1,0.9359992742538452,0,0.6316527128219604
ISIC_0009972,0,0,0.8353707194328308,0,0.9987145662307739
ISIC_0010183,0,0,0.9776322841644287,0,0.9876431226730347
ISIC_0010452,0,0,0.997369647026062,0,0.9999567270278931
ISIC_0010367,0,0,0.9983444213867188,0,0.998913049697876
ISIC_0010443,0,0,0.9987186193466187,0,0.9971569776535034
ISIC_0010488,0,0,0.9976263642311096,0,0.9999604225158691
ISIC_0010591,1,0,0.9745720028877258,0,0.9512569308280945
ISIC_0009953,0,0,0.9953364729881287,0,0.9998680353164673
ISIC_0010864,0,0,0.9998999834060669,0,0.9960812926292419
ISIC_0010592,0,0,0.9947668313980103,0,0.9994066953659058
ISIC_0010346,0,0,0.9931913018226624,0,0.9980239868164062
ISIC_0010037,0,0,0.8505387902259827,0,0.9522214531898499
ISIC_0010332,0,0,0.9836562871932983,0,0.9919814467430115
ISIC_0010358,1,0,0.9958868622779846,0,0.9998704195022583
ISIC_0010075,0,0,0.9843813180923462,0,0.9998180270195007
ISIC_0009881,0,0,0.996987521648407,0,0.9984923601150513
ISIC_0010380,1,0,0.9999558925628662,0,0.9882349967956543
ISIC_0011363,0,0,0.9987679123878479,0,0.9564117193222046
ISIC_0010192,0,0,0.9998809099197388,0,0.9957664012908936
ISIC_0009993,1,0,0.9961386322975159,0,0.9968764781951904
ISIC_0011132,1,0,0.996600329875946,0,0.9821964502334595
ISIC_0011360,0,0,0.9975748658180237,0,0.9995261430740356
